Sex,Single Year of Age,VALUE
Female,84 years,1177
Female,84 years,582
Female,84 years,365
Female,84 years,421
Female,84 years,246
Female,84 years,188
Female,84 years,99
Female,84 years,74
Female,84 years,222
Female,84 years,256
Female,84 years,146
Female,84 years,159
Female,84 years,299
Female,84 years,240
Female,84 years,207
Female,84 years,441
Female,84 years,598
Female,84 years,331
Female,84 years,409
Female,84 years,339
Female,84 years,262
Female,84 years,148
Female,84 years,306
Female,84 years,87
Female,84 years,311
Female,84 years,130
Female,84 years,127
Female,84 years,145
Female,84 years,351
Female,84 years,113
Female,85 years,8303
Female,85 years,77
Female,85 years,1109
Female,85 years,570
Female,85 years,300
Female,85 years,394
Female,85 years,269
Female,85 years,183
Female,85 years,114
Female,85 years,78
Female,85 years,209
Female,85 years,238
Female,85 years,168
Female,85 years,144
Female,85 years,287
Female,85 years,239
Female,85 years,202
Female,85 years,401
Female,85 years,593
Female,85 years,255
Female,85 years,338
Female,85 years,308
Female,85 years,213
Female,85 years,130
Female,85 years,303
Female,85 years,55
Female,85 years,304
Female,85 years,126
Female,85 years,146
Female,85 years,137
Female,85 years,317
Female,85 years,96
Female,86 years,7501
Female,86 years,86
Female,86 years,988
Female,86 years,482
Female,86 years,293
Female,86 years,304
Female,86 years,218
Female,86 years,189
Female,86 years,95
Female,86 years,79
Female,86 years,192
Female,86 years,216
Female,86 years,131
Female,86 years,131
Female,86 years,260
Female,86 years,211
Female,86 years,197
Female,86 years,378
Female,86 years,511
Female,86 years,260
Female,86 years,321
Female,86 years,293
Female,86 years,186
Female,86 years,110
Female,86 years,317
Female,86 years,54
Female,86 years,247
Female,86 years,129
Female,86 years,130
Female,86 years,128
Female,86 years,266
Female,86 years,99
Female,87 years,6766
Female,87 years,62
Female,87 years,908
Female,87 years,448
Female,87 years,249
Female,87 years,271
Female,87 years,201
Female,87 years,171
Female,87 years,93
Female,87 years,65
Female,87 years,176
Female,87 years,237
Female,87 years,100
Female,87 years,129
Female,87 years,226
Female,87 years,175
Female,87 years,170
Female,87 years,309
Female,87 years,468
Female,87 years,260
Female,87 years,260
Female,87 years,269
Female,87 years,198
Female,87 years,91
Female,87 years,244
Female,87 years,55
Female,87 years,238
Female,87 years,134
Female,87 years,103
Female,87 years,107
Female,87 years,256
Female,87 years,93
Female,88 years,5927
Female,88 years,68
Female,88 years,886
Female,88 years,412
Female,88 years,219
Female,88 years,241
Female,88 years,164
Female,88 years,126
Female,88 years,85
Female,88 years,49
Female,88 years,143
Female,88 years,171
Female,88 years,106
Female,88 years,98
Female,88 years,170
Female,88 years,147
Female,88 years,144
Female,88 years,291
Female,88 years,427
Female,88 years,183
Female,88 years,209
Female,88 years,219
Female,88 years,158
Female,88 years,75
Female,88 years,257
Female,88 years,46
Female,88 years,239
Female,88 years,102
Female,88 years,100
Female,88 years,105
Female,88 years,208
Female,88 years,79
Female,89 years,4961
Female,89 years,54
Female,89 years,712
Female,89 years,331
Female,89 years,192
Female,89 years,188
Female,89 years,160
Female,89 years,115
Female,89 years,64
Female,89 years,42
Female,89 years,116
Female,89 years,143
Female,89 years,62
Female,89 years,78
Female,89 years,159
Female,89 years,133
Female,89 years,132
Female,89 years,232
Female,89 years,340
Female,89 years,182
Female,89 years,202
Female,89 years,191
Female,89 years,149
Female,89 years,54
Female,89 years,223
Female,89 years,39
Female,89 years,157
Female,89 years,100
Female,89 years,87
Female,89 years,79
Female,89 years,172
Female,89 years,73
Female,90 years,4285
Female,90 years,48
Female,90 years,614
Female,90 years,312
Female,90 years,171
Female,90 years,168
Female,90 years,124
Female,90 years,82
Female,90 years,44
Female,90 years,39
Female,90 years,92
Female,90 years,136
Female,90 years,63
Female,90 years,84
Female,90 years,139
Female,90 years,113
Female,90 years,106
Female,90 years,222
Female,90 years,282
Female,90 years,147
Female,90 years,155
Female,90 years,181
Female,90 years,126
Female,90 years,54
Female,90 years,178
Female,90 years,33
Female,90 years,157
Female,90 years,88
Female,90 years,60
Female,90 years,57
Female,90 years,154
Female,90 years,56
Female,91 years,3781
Female,91 years,45
Female,91 years,534
Female,91 years,251
Female,91 years,153
Female,91 years,119
Female,91 years,102
Female,91 years,93
Female,91 years,49
Female,91 years,32
Female,91 years,95
Female,91 years,88
Female,91 years,48
Female,91 years,73
Female,91 years,115
Female,91 years,103
Female,91 years,89
Female,91 years,177
Female,91 years,282
Female,91 years,133
Female,91 years,152
Female,91 years,150
Female,91 years,108
Female,91 years,68
Female,91 years,180
Female,91 years,36
Female,91 years,149
Female,91 years,56
Female,91 years,56
Female,91 years,62
Female,91 years,136
Female,91 years,47
Female,92 years,2809
Female,92 years,24
Female,92 years,455
Female,92 years,194
Female,92 years,106
Female,92 years,96
Female,92 years,70
Female,92 years,58
Female,92 years,48
Female,92 years,19
Female,92 years,66
Female,92 years,84
Female,92 years,32
Female,92 years,44
Female,92 years,80
Female,92 years,81
Female,92 years,71
Female,92 years,117
Female,92 years,211
Female,92 years,88
Female,92 years,103
Female,92 years,102
Female,92 years,87
Female,92 years,45
Female,92 years,131
Female,92 years,30
Female,92 years,85
Female,92 years,54
Female,92 years,38
Female,92 years,52
Female,92 years,94
Female,92 years,44
Female,93 years,2320
Female,93 years,22
Female,93 years,322
Female,93 years,162
Female,93 years,80
Female,93 years,84
Female,93 years,81
Female,93 years,45
Female,93 years,21
Female,93 years,30
Female,93 years,63
Female,93 years,54
Female,93 years,39
Female,93 years,44
Female,93 years,76
Female,93 years,62
Female,93 years,58
Female,93 years,111
Female,93 years,172
Female,93 years,92
Female,93 years,96
Female,93 years,73
Female,93 years,45
Female,93 years,43
Female,93 years,91
Female,93 years,22
Female,93 years,93
Female,93 years,51
Female,93 years,35
Female,93 years,35
Female,93 years,89
Female,93 years,29
Female,94 years,1737
Female,94 years,18
Female,94 years,264
Female,94 years,124
Female,94 years,62
Female,94 years,72
Female,94 years,39
Female,94 years,44
Female,94 years,21
Female,94 years,19
Female,94 years,39
Female,94 years,52
Female,94 years,30
Female,94 years,36
Female,94 years,42
Female,94 years,53
Female,94 years,40
Female,94 years,62
Female,94 years,110
Female,94 years,56
Female,94 years,74
Female,94 years,63
Female,94 years,40
Female,94 years,17
Female,94 years,81
Female,94 years,14
Female,94 years,80
Female,94 years,32
Female,94 years,45
Female,94 years,20
Female,94 years,62
Female,94 years,26
Female,95 years,1344
Female,95 years,12
Female,95 years,194
Female,95 years,92
Female,95 years,39
Female,95 years,40
Female,95 years,40
Female,95 years,28
Female,95 years,8
Female,95 years,10
Female,95 years,39
Female,95 years,44
Female,95 years,19
Female,95 years,28
Female,95 years,36
Female,95 years,44
Female,95 years,38
Female,95 years,42
Female,95 years,103
Female,95 years,56
Female,95 years,50
Female,95 years,49
Female,95 years,29
Female,95 years,20
Female,95 years,69
Female,95 years,14
Female,95 years,49
Female,95 years,30
Female,95 years,18
Female,95 years,21
Female,95 years,63
Female,95 years,20
Female,96 years,956
Female,96 years,8
Female,96 years,142
Female,96 years,61
Female,96 years,32
Female,96 years,34
Female,96 years,29
Female,96 years,23
Female,96 years,14
Female,96 years,10
Female,96 years,25
Female,96 years,33
Female,96 years,11
Female,96 years,17
Female,96 years,33
Female,96 years,26
Female,96 years,28
Female,96 years,43
Female,96 years,66
Female,96 years,24
Female,96 years,36
Female,96 years,34
Female,96 years,19
Female,96 years,16
Female,96 years,47
Female,96 years,6
Female,96 years,42
Female,96 years,19
Female,96 years,14
Female,96 years,16
Female,96 years,34
Female,96 years,14
Female,97 years,732
Female,97 years,9
Female,97 years,87
Female,97 years,43
Female,97 years,40
Female,97 years,29
Female,97 years,21
Female,97 years,19
Female,97 years,8
Female,97 years,6
Female,97 years,20
Female,97 years,18
Female,97 years,13
Female,97 years,18
Female,97 years,31
Female,97 years,21
Female,97 years,20
Female,97 years,28
Female,97 years,49
Female,97 years,32
Female,97 years,24
Female,97 years,27
Female,97 years,15
Female,97 years,10
Female,97 years,36
Female,97 years,14
Female,97 years,24
Female,97 years,12
Female,97 years,18
Female,97 years,10
Female,97 years,21
Female,97 years,9
Female,98 years,492
Female,98 years,5
Female,98 years,57
Female,98 years,35
Female,98 years,18
Female,98 years,13
Female,98 years,12
Female,98 years,14
Female,98 years,1
Female,98 years,6
Female,98 years,17
Female,98 years,16
Female,98 years,7
Female,98 years,8
Female,98 years,18
Female,98 years,12
Female,98 years,12
Female,98 years,20
Female,98 years,40
Female,98 years,15
Female,98 years,27
Female,98 years,16
Female,98 years,13
Female,98 years,14
Female,98 years,29
Female,98 years,5
Female,98 years,18
Female,98 years,6
Female,98 years,11
Female,98 years,7
Female,98 years,11
Female,98 years,9
Female,99 years,336
Female,99 years,6
Female,99 years,49
Female,99 years,26
Female,99 years,20
Female,99 years,10
Female,99 years,12
Female,99 years,5
Female,99 years,3
Female,99 years,0
Female,99 years,6
Female,99 years,12
Female,99 years,4
Female,99 years,3
Female,99 years,15
Female,99 years,7
Female,99 years,11
Female,99 years,20
Female,99 years,17
Female,99 years,9
Female,99 years,11
Female,99 years,5
Female,99 years,15
Female,99 years,1
Female,99 years,16
Female,99 years,3
Female,99 years,12
Female,99 years,6
Female,99 years,8
Female,99 years,6
Female,99 years,13
Female,99 years,5
Female,100 years and over,584
Female,100 years and over,3
Female,100 years and over,80
Female,100 years and over,42
Female,100 years and over,17
Female,100 years and over,29
Female,100 years and over,19
Female,100 years and over,12
Female,100 years and over,10
Female,100 years and over,5
Female,100 years and over,23
Female,100 years and over,17
Female,100 years and over,4
Female,100 years and over,9
Female,100 years and over,14
Female,100 years and over,15
Female,100 years and over,16
Female,100 years and over,20
Female,100 years and over,43
Female,100 years and over,12
Female,100 years and over,34
Female,100 years and over,19
Female,100 years and over,15
Female,100 years and over,5
Female,100 years and over,26
Female,100 years and over,4
Female,100 years and over,25
Female,100 years and over,7
Female,100 years and over,9
Female,100 years and over,12
Female,100 years and over,31
Female,100 years and over,7
